level,subject,topic,difficulty,question,option_a,option_b,option_c,option_d,correct_answer,explanation
3,Reading,Vocabulary Building,Hard,"In the sentence 'The student was very astonish in class,' what does 'astonish' most likely mean?",To surprise greatly,bore,expect,predict,A,'astonish' means To surprise greatly.
3,Reading,Vocabulary Building,Easy,What does the word 'magnificent' mean?,Impressively beautiful or grand,dull,plain,ordinary,A,'magnificent' means: Impressively beautiful or grand.
3,Reading,Vocabulary Building,Medium,Which word best fits this definition: 'Calm and peaceful'?,noisy,chaotic,tranquil,busy,C,The word that means 'Calm and peaceful' is 'tranquil'.
3,Reading,Vocabulary Building,Hard,"In the sentence 'The student was very persevere in class,' what does 'persevere' most likely mean?",To continue despite difficulties,quit,stop,give up,A,'persevere' means To continue despite difficulties.
3,Reading,Vocabulary Building,Easy,What does the word 'abundant' mean?,few,Present in large quantities,scarce,rare,B,'abundant' means: Present in large quantities.
3,Reading,Inference & Prediction,Easy,Point of view refers to,Who is telling the story,The main conflict,The setting of the story,The resolution,A,Answer: Who is telling the story.
3,Reading,Inference & Prediction,Medium,First person point of view uses,'you' and 'your','they' and 'them','he' and 'she','I' and 'me',D,Answer: 'I' and 'me'.
3,Reading,Inference & Prediction,Hard,Inference means,Reading between the lines to draw conclusions,Looking up words,Summarizing a paragraph,Identifying the setting,A,Answer: Reading between the lines to draw conclusions.
3,Reading,Inference & Prediction,Easy,A theme is,The conflict,The main character,The central message or lesson of a story,The setting,C,Answer: The central message or lesson of a story.
3,Reading,Inference & Prediction,Medium,Text features include,Only the main text,Punctuation marks,"Headings, captions, and diagrams",Character names,C,"Answer: Headings, captions, and diagrams."
3,Reading,Inference & Prediction,Hard,Point of view refers to,The resolution,Who is telling the story,The main conflict,The setting of the story,B,Answer: Who is telling the story.
3,Reading,Inference & Prediction,Easy,First person point of view uses,'you' and 'your','he' and 'she','they' and 'them','I' and 'me',D,Answer: 'I' and 'me'.
3,Reading,Inference & Prediction,Medium,Inference means,Looking up words,Identifying the setting,Reading between the lines to draw conclusions,Summarizing a paragraph,C,Answer: Reading between the lines to draw conclusions.
3,Reading,Inference & Prediction,Hard,A theme is,The central message or lesson of a story,The main character,The setting,The conflict,A,Answer: The central message or lesson of a story.
3,Reading,Inference & Prediction,Easy,Text features include,Only the main text,Character names,Punctuation marks,"Headings, captions, and diagrams",D,"Answer: Headings, captions, and diagrams."
3,Reading,Inference & Prediction,Medium,Point of view refers to,The resolution,The main conflict,Who is telling the story,The setting of the story,C,Answer: Who is telling the story.
3,Reading,Inference & Prediction,Hard,First person point of view uses,'you' and 'your','they' and 'them','he' and 'she','I' and 'me',D,Answer: 'I' and 'me'.
3,Reading,Inference & Prediction,Easy,Inference means,Looking up words,Identifying the setting,Summarizing a paragraph,Reading between the lines to draw conclusions,D,Answer: Reading between the lines to draw conclusions.
3,Reading,Inference & Prediction,Medium,A theme is,The central message or lesson of a story,The setting,The conflict,The main character,A,Answer: The central message or lesson of a story.
3,Reading,Inference & Prediction,Hard,Text features include,"Headings, captions, and diagrams",Only the main text,Punctuation marks,Character names,A,"Answer: Headings, captions, and diagrams."
3,Reading,Inference & Prediction,Easy,Point of view refers to,The setting of the story,The resolution,The main conflict,Who is telling the story,D,Answer: Who is telling the story.
3,Reading,Inference & Prediction,Medium,First person point of view uses,'you' and 'your','I' and 'me','they' and 'them','he' and 'she',B,Answer: 'I' and 'me'.
3,Reading,Inference & Prediction,Hard,Inference means,Reading between the lines to draw conclusions,Looking up words,Summarizing a paragraph,Identifying the setting,A,Answer: Reading between the lines to draw conclusions.
3,Reading,Inference & Prediction,Easy,A theme is,The central message or lesson of a story,The setting,The conflict,The main character,A,Answer: The central message or lesson of a story.
3,Reading,Inference & Prediction,Medium,Text features include,Only the main text,Character names,Punctuation marks,"Headings, captions, and diagrams",D,"Answer: Headings, captions, and diagrams."
3,Reading,Inference & Prediction,Hard,Point of view refers to,The setting of the story,The main conflict,The resolution,Who is telling the story,D,Answer: Who is telling the story.
3,Reading,Inference & Prediction,Easy,First person point of view uses,'I' and 'me','they' and 'them','you' and 'your','he' and 'she',A,Answer: 'I' and 'me'.
3,Reading,Inference & Prediction,Medium,Inference means,Looking up words,Identifying the setting,Reading between the lines to draw conclusions,Summarizing a paragraph,C,Answer: Reading between the lines to draw conclusions.
3,Reading,Inference & Prediction,Hard,A theme is,The setting,The central message or lesson of a story,The conflict,The main character,B,Answer: The central message or lesson of a story.
3,Reading,Inference & Prediction,Easy,Text features include,Punctuation marks,Character names,Only the main text,"Headings, captions, and diagrams",D,"Answer: Headings, captions, and diagrams."
3,Reading,Inference & Prediction,Medium,Point of view refers to,The setting of the story,The resolution,Who is telling the story,The main conflict,C,Answer: Who is telling the story.
3,Reading,Inference & Prediction,Hard,First person point of view uses,'I' and 'me','he' and 'she','you' and 'your','they' and 'them',A,Answer: 'I' and 'me'.
3,Reading,Inference & Prediction,Easy,Inference means,Reading between the lines to draw conclusions,Looking up words,Summarizing a paragraph,Identifying the setting,A,Answer: Reading between the lines to draw conclusions.
3,Reading,Inference & Prediction,Medium,A theme is,The conflict,The setting,The main character,The central message or lesson of a story,D,Answer: The central message or lesson of a story.
3,Reading,Inference & Prediction,Hard,Text features include,Punctuation marks,Character names,Only the main text,"Headings, captions, and diagrams",D,"Answer: Headings, captions, and diagrams."
3,Reading,Inference & Prediction,Easy,Point of view refers to,The setting of the story,Who is telling the story,The main conflict,The resolution,B,Answer: Who is telling the story.
3,Reading,Inference & Prediction,Medium,First person point of view uses,'they' and 'them','I' and 'me','you' and 'your','he' and 'she',B,Answer: 'I' and 'me'.
3,Reading,Inference & Prediction,Hard,Inference means,Reading between the lines to draw conclusions,Looking up words,Identifying the setting,Summarizing a paragraph,A,Answer: Reading between the lines to draw conclusions.
3,Reading,Non-fiction Comprehension,Easy,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants need to grow?",Only water and sunlight,Just soil and water,Air and carbon dioxide only,"Sunlight, water, soil, and air",D,"Correct answer: Sunlight, water, soil, and air."
3,Reading,Non-fiction Comprehension,Medium,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What does photosynthesis produce for humans?",Nitrogen,Carbon dioxide,Hydrogen,Oxygen,D,Correct answer: Oxygen.
3,Reading,Non-fiction Comprehension,Hard,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants use sunlight for?",To attract insects,To make food,To change color,To grow taller,B,Correct answer: To make food.
3,Reading,Non-fiction Comprehension,Easy,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What would happen without plants?",Animals would survive,Life on Earth would be impossible,The oceans would grow,Humans would adapt,B,Correct answer: Life on Earth would be impossible.
3,Reading,Non-fiction Comprehension,Medium,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants need to grow?",Air and carbon dioxide only,"Sunlight, water, soil, and air",Just soil and water,Only water and sunlight,B,"Correct answer: Sunlight, water, soil, and air."
3,Reading,Non-fiction Comprehension,Hard,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What does photosynthesis produce for humans?",Hydrogen,Nitrogen,Carbon dioxide,Oxygen,D,Correct answer: Oxygen.
3,Reading,Non-fiction Comprehension,Easy,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants use sunlight for?",To change color,To grow taller,To make food,To attract insects,C,Correct answer: To make food.
3,Reading,Non-fiction Comprehension,Medium,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What would happen without plants?",Humans would adapt,Animals would survive,Life on Earth would be impossible,The oceans would grow,C,Correct answer: Life on Earth would be impossible.
3,Reading,Non-fiction Comprehension,Hard,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants need to grow?",Just soil and water,Only water and sunlight,Air and carbon dioxide only,"Sunlight, water, soil, and air",D,"Correct answer: Sunlight, water, soil, and air."
3,Reading,Non-fiction Comprehension,Easy,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What does photosynthesis produce for humans?",Nitrogen,Carbon dioxide,Hydrogen,Oxygen,D,Correct answer: Oxygen.
3,Reading,Non-fiction Comprehension,Medium,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants use sunlight for?",To make food,To change color,To grow taller,To attract insects,A,Correct answer: To make food.
3,Reading,Non-fiction Comprehension,Hard,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What would happen without plants?",The oceans would grow,Animals would survive,Life on Earth would be impossible,Humans would adapt,C,Correct answer: Life on Earth would be impossible.
3,Reading,Non-fiction Comprehension,Easy,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants need to grow?",Only water and sunlight,Air and carbon dioxide only,"Sunlight, water, soil, and air",Just soil and water,C,"Correct answer: Sunlight, water, soil, and air."
3,Reading,Non-fiction Comprehension,Medium,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What does photosynthesis produce for humans?",Hydrogen,Oxygen,Carbon dioxide,Nitrogen,B,Correct answer: Oxygen.
3,Reading,Non-fiction Comprehension,Hard,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants use sunlight for?",To grow taller,To attract insects,To change color,To make food,D,Correct answer: To make food.
3,Reading,Non-fiction Comprehension,Easy,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What would happen without plants?",Animals would survive,Life on Earth would be impossible,Humans would adapt,The oceans would grow,B,Correct answer: Life on Earth would be impossible.
3,Reading,Non-fiction Comprehension,Medium,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants need to grow?",Air and carbon dioxide only,Just soil and water,Only water and sunlight,"Sunlight, water, soil, and air",D,"Correct answer: Sunlight, water, soil, and air."
3,Reading,Non-fiction Comprehension,Hard,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What does photosynthesis produce for humans?",Nitrogen,Carbon dioxide,Hydrogen,Oxygen,D,Correct answer: Oxygen.
3,Reading,Non-fiction Comprehension,Easy,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants use sunlight for?",To make food,To grow taller,To attract insects,To change color,A,Correct answer: To make food.
3,Reading,Non-fiction Comprehension,Medium,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What would happen without plants?",Animals would survive,The oceans would grow,Humans would adapt,Life on Earth would be impossible,D,Correct answer: Life on Earth would be impossible.
3,Reading,Non-fiction Comprehension,Hard,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants need to grow?","Sunlight, water, soil, and air",Only water and sunlight,Just soil and water,Air and carbon dioxide only,A,"Correct answer: Sunlight, water, soil, and air."
3,Reading,Non-fiction Comprehension,Easy,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What does photosynthesis produce for humans?",Hydrogen,Oxygen,Nitrogen,Carbon dioxide,B,Correct answer: Oxygen.
3,Reading,Non-fiction Comprehension,Medium,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants use sunlight for?",To make food,To change color,To grow taller,To attract insects,A,Correct answer: To make food.
3,Reading,Non-fiction Comprehension,Hard,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What would happen without plants?",Life on Earth would be impossible,Animals would survive,The oceans would grow,Humans would adapt,A,Correct answer: Life on Earth would be impossible.
3,Reading,Non-fiction Comprehension,Easy,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants need to grow?",Air and carbon dioxide only,Just soil and water,"Sunlight, water, soil, and air",Only water and sunlight,C,"Correct answer: Sunlight, water, soil, and air."
3,Reading,Non-fiction Comprehension,Medium,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What does photosynthesis produce for humans?",Oxygen,Nitrogen,Carbon dioxide,Hydrogen,A,Correct answer: Oxygen.
3,Reading,Non-fiction Comprehension,Hard,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants use sunlight for?",To grow taller,To attract insects,To make food,To change color,C,Correct answer: To make food.
3,Reading,Non-fiction Comprehension,Easy,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What would happen without plants?",Animals would survive,The oceans would grow,Life on Earth would be impossible,Humans would adapt,C,Correct answer: Life on Earth would be impossible.
3,Reading,Non-fiction Comprehension,Medium,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants need to grow?","Sunlight, water, soil, and air",Air and carbon dioxide only,Just soil and water,Only water and sunlight,A,"Correct answer: Sunlight, water, soil, and air."
3,Reading,Non-fiction Comprehension,Hard,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What does photosynthesis produce for humans?",Nitrogen,Carbon dioxide,Hydrogen,Oxygen,D,Correct answer: Oxygen.
3,Reading,Non-fiction Comprehension,Easy,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants use sunlight for?",To make food,To grow taller,To change color,To attract insects,A,Correct answer: To make food.
3,Reading,Non-fiction Comprehension,Medium,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What would happen without plants?",The oceans would grow,Animals would survive,Life on Earth would be impossible,Humans would adapt,C,Correct answer: Life on Earth would be impossible.
3,Reading,Non-fiction Comprehension,Hard,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants need to grow?",Just soil and water,"Sunlight, water, soil, and air",Air and carbon dioxide only,Only water and sunlight,B,"Correct answer: Sunlight, water, soil, and air."
3,Reading,Point of View,Easy,Point of view refers to,Who is telling the story,The setting of the story,The main conflict,The resolution,A,Answer: Who is telling the story.
3,Reading,Point of View,Medium,First person point of view uses,'you' and 'your','I' and 'me','they' and 'them','he' and 'she',B,Answer: 'I' and 'me'.
3,Reading,Point of View,Hard,Inference means,Identifying the setting,Reading between the lines to draw conclusions,Summarizing a paragraph,Looking up words,B,Answer: Reading between the lines to draw conclusions.
3,Reading,Point of View,Easy,A theme is,The setting,The conflict,The central message or lesson of a story,The main character,C,Answer: The central message or lesson of a story.
3,Reading,Point of View,Medium,Text features include,Only the main text,Character names,"Headings, captions, and diagrams",Punctuation marks,C,"Answer: Headings, captions, and diagrams."
3,Reading,Point of View,Hard,Point of view refers to,The setting of the story,The resolution,The main conflict,Who is telling the story,D,Answer: Who is telling the story.
3,Reading,Point of View,Easy,First person point of view uses,'you' and 'your','he' and 'she','they' and 'them','I' and 'me',D,Answer: 'I' and 'me'.
3,Reading,Point of View,Medium,Inference means,Summarizing a paragraph,Identifying the setting,Looking up words,Reading between the lines to draw conclusions,D,Answer: Reading between the lines to draw conclusions.
3,Reading,Point of View,Hard,A theme is,The conflict,The main character,The setting,The central message or lesson of a story,D,Answer: The central message or lesson of a story.
3,Reading,Point of View,Easy,Text features include,Only the main text,Character names,"Headings, captions, and diagrams",Punctuation marks,C,"Answer: Headings, captions, and diagrams."
3,Reading,Point of View,Medium,Point of view refers to,The resolution,The main conflict,Who is telling the story,The setting of the story,C,Answer: Who is telling the story.
3,Reading,Point of View,Hard,First person point of view uses,'I' and 'me','they' and 'them','he' and 'she','you' and 'your',A,Answer: 'I' and 'me'.
3,Reading,Point of View,Easy,Inference means,Identifying the setting,Summarizing a paragraph,Reading between the lines to draw conclusions,Looking up words,C,Answer: Reading between the lines to draw conclusions.
3,Reading,Point of View,Medium,A theme is,The central message or lesson of a story,The main character,The conflict,The setting,A,Answer: The central message or lesson of a story.
3,Reading,Point of View,Hard,Text features include,"Headings, captions, and diagrams",Punctuation marks,Only the main text,Character names,A,"Answer: Headings, captions, and diagrams."
3,Reading,Point of View,Easy,Point of view refers to,The setting of the story,Who is telling the story,The resolution,The main conflict,B,Answer: Who is telling the story.
3,Reading,Point of View,Medium,First person point of view uses,'they' and 'them','he' and 'she','you' and 'your','I' and 'me',D,Answer: 'I' and 'me'.
3,Reading,Point of View,Hard,Inference means,Identifying the setting,Looking up words,Reading between the lines to draw conclusions,Summarizing a paragraph,C,Answer: Reading between the lines to draw conclusions.
3,Reading,Point of View,Easy,A theme is,The main character,The setting,The conflict,The central message or lesson of a story,D,Answer: The central message or lesson of a story.
3,Reading,Point of View,Medium,Text features include,Only the main text,"Headings, captions, and diagrams",Punctuation marks,Character names,B,"Answer: Headings, captions, and diagrams."
3,Reading,Point of View,Hard,Point of view refers to,The setting of the story,The resolution,The main conflict,Who is telling the story,D,Answer: Who is telling the story.
3,Reading,Point of View,Easy,First person point of view uses,'I' and 'me','they' and 'them','he' and 'she','you' and 'your',A,Answer: 'I' and 'me'.
3,Reading,Point of View,Medium,Inference means,Summarizing a paragraph,Identifying the setting,Reading between the lines to draw conclusions,Looking up words,C,Answer: Reading between the lines to draw conclusions.
3,Reading,Point of View,Hard,A theme is,The setting,The central message or lesson of a story,The main character,The conflict,B,Answer: The central message or lesson of a story.
3,Reading,Point of View,Easy,Text features include,Punctuation marks,Character names,"Headings, captions, and diagrams",Only the main text,C,"Answer: Headings, captions, and diagrams."
3,Reading,Point of View,Medium,Point of view refers to,The main conflict,The setting of the story,The resolution,Who is telling the story,D,Answer: Who is telling the story.
3,Reading,Point of View,Hard,First person point of view uses,'you' and 'your','they' and 'them','I' and 'me','he' and 'she',C,Answer: 'I' and 'me'.
3,Reading,Point of View,Easy,Inference means,Summarizing a paragraph,Identifying the setting,Reading between the lines to draw conclusions,Looking up words,C,Answer: Reading between the lines to draw conclusions.
3,Reading,Point of View,Medium,A theme is,The conflict,The setting,The central message or lesson of a story,The main character,C,Answer: The central message or lesson of a story.
3,Reading,Point of View,Hard,Text features include,Punctuation marks,Character names,Only the main text,"Headings, captions, and diagrams",D,"Answer: Headings, captions, and diagrams."
3,Reading,Point of View,Easy,Point of view refers to,The setting of the story,Who is telling the story,The main conflict,The resolution,B,Answer: Who is telling the story.
3,Reading,Point of View,Medium,First person point of view uses,'he' and 'she','I' and 'me','you' and 'your','they' and 'them',B,Answer: 'I' and 'me'.
3,Reading,Point of View,Hard,Inference means,Looking up words,Summarizing a paragraph,Reading between the lines to draw conclusions,Identifying the setting,C,Answer: Reading between the lines to draw conclusions.
3,Reading,Text Features,Easy,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants need to grow?",Just soil and water,Only water and sunlight,"Sunlight, water, soil, and air",Air and carbon dioxide only,C,"Correct answer: Sunlight, water, soil, and air."
3,Reading,Text Features,Medium,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What does photosynthesis produce for humans?",Carbon dioxide,Oxygen,Hydrogen,Nitrogen,B,Correct answer: Oxygen.
3,Reading,Text Features,Hard,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants use sunlight for?",To make food,To attract insects,To change color,To grow taller,A,Correct answer: To make food.
3,Reading,Text Features,Easy,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What would happen without plants?",Animals would survive,Humans would adapt,Life on Earth would be impossible,The oceans would grow,C,Correct answer: Life on Earth would be impossible.
3,Reading,Text Features,Medium,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants need to grow?",Only water and sunlight,"Sunlight, water, soil, and air",Just soil and water,Air and carbon dioxide only,B,"Correct answer: Sunlight, water, soil, and air."
3,Reading,Text Features,Hard,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What does photosynthesis produce for humans?",Nitrogen,Hydrogen,Carbon dioxide,Oxygen,D,Correct answer: Oxygen.
3,Reading,Text Features,Easy,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants use sunlight for?",To attract insects,To make food,To grow taller,To change color,B,Correct answer: To make food.
3,Reading,Text Features,Medium,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What would happen without plants?",The oceans would grow,Animals would survive,Humans would adapt,Life on Earth would be impossible,D,Correct answer: Life on Earth would be impossible.
3,Reading,Text Features,Hard,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants need to grow?","Sunlight, water, soil, and air",Air and carbon dioxide only,Just soil and water,Only water and sunlight,A,"Correct answer: Sunlight, water, soil, and air."
3,Reading,Text Features,Easy,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What does photosynthesis produce for humans?",Oxygen,Hydrogen,Nitrogen,Carbon dioxide,A,Correct answer: Oxygen.
3,Reading,Text Features,Medium,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants use sunlight for?",To change color,To make food,To attract insects,To grow taller,B,Correct answer: To make food.
3,Reading,Text Features,Hard,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What would happen without plants?",Animals would survive,The oceans would grow,Humans would adapt,Life on Earth would be impossible,D,Correct answer: Life on Earth would be impossible.
3,Reading,Text Features,Easy,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants need to grow?","Sunlight, water, soil, and air",Air and carbon dioxide only,Just soil and water,Only water and sunlight,A,"Correct answer: Sunlight, water, soil, and air."
3,Reading,Text Features,Medium,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What does photosynthesis produce for humans?",Hydrogen,Nitrogen,Oxygen,Carbon dioxide,C,Correct answer: Oxygen.
3,Reading,Text Features,Hard,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants use sunlight for?",To change color,To make food,To grow taller,To attract insects,B,Correct answer: To make food.
3,Reading,Text Features,Easy,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What would happen without plants?",Animals would survive,Life on Earth would be impossible,The oceans would grow,Humans would adapt,B,Correct answer: Life on Earth would be impossible.
3,Reading,Text Features,Medium,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants need to grow?",Air and carbon dioxide only,Just soil and water,"Sunlight, water, soil, and air",Only water and sunlight,C,"Correct answer: Sunlight, water, soil, and air."
3,Reading,Text Features,Hard,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What does photosynthesis produce for humans?",Nitrogen,Hydrogen,Carbon dioxide,Oxygen,D,Correct answer: Oxygen.
3,Reading,Text Features,Easy,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants use sunlight for?",To make food,To change color,To attract insects,To grow taller,A,Correct answer: To make food.
3,Reading,Text Features,Medium,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What would happen without plants?",Animals would survive,Life on Earth would be impossible,The oceans would grow,Humans would adapt,B,Correct answer: Life on Earth would be impossible.
