level,subject,topic,difficulty,question,option_a,option_b,option_c,option_d,correct_answer,explanation
9,Math,Quadratic Intro,Medium,Solve: x² - 3x + 2 = 0. What are the roots?,x = -3 or x = 2,x = -2 or x = -1,x = 2 or x = 1,x = 3 or x = 1,C,Factor (x−2)(x−1)=0 → x=2 or x=1.
9,Math,Quadratic Intro,Hard,Solve: x² - 6x + 8 = 0. What are the roots?,x = -6 or x = 8,x = 3 or x = 4,x = -2 or x = -4,x = 2 or x = 4,D,Factor (x−2)(x−4)=0 → x=2 or x=4.
9,Math,Quadratic Intro,Easy,Solve: x² + 1x - 2 = 0. What are the roots?,x = -1 or x = 2,x = 1 or x = -2,x = 2 or x = -2,x = 0 or x = -1,B,Factor (x−1)(x−-2)=0 → x=1 or x=-2.
9,Math,Quadratic Intro,Medium,Solve: x² + 5x + 0 = 0. What are the roots?,x = 0 or x = 5,x = 5 or x = 0,x = 0 or x = -5,x = 1 or x = -5,C,Factor (x−0)(x−-5)=0 → x=0 or x=-5.
9,Math,Quadratic Intro,Hard,Solve: x² - 4x + 0 = 0. What are the roots?,x = -4 or x = 0,x = 5 or x = 0,x = 4 or x = 0,x = 3 or x = 1,C,Factor (x−4)(x−0)=0 → x=4 or x=0.
9,Math,Quadratic Intro,Easy,Solve: x² + 6x + 5 = 0. What are the roots?,x = -1 or x = -5,x = 0 or x = -5,x = 6 or x = 5,x = 1 or x = 5,A,Factor (x−-1)(x−-5)=0 → x=-1 or x=-5.
9,Math,Quadratic Intro,Medium,Solve: x² - 3x + 2 = 0. What are the roots?,x = -3 or x = 2,x = 2 or x = 2,x = 1 or x = 2,x = -1 or x = -2,C,Factor (x−1)(x−2)=0 → x=1 or x=2.
9,Math,Quadratic Intro,Hard,Solve: x² + 0x - 9 = 0. What are the roots?,x = 3 or x = -3,x = -3 or x = 3,x = -2 or x = 3,x = 0 or x = -9,B,Factor (x−-3)(x−3)=0 → x=-3 or x=3.
9,Math,Quadratic Intro,Easy,Solve: x² + 1x + 0 = 0. What are the roots?,x = 0 or x = 0,x = -1 or x = 0,x = 1 or x = 0,x = -2 or x = 1,B,Factor (x−-1)(x−0)=0 → x=-1 or x=0.
9,Math,Polynomials,Easy,Evaluate 4x² + 3x + 6 when x = 2.,27,28,30,33,B,4(2)²+3(2)+6 = 16+6+6 = 28.
9,Math,Polynomials,Medium,Evaluate 2x² + 4x + 1 when x = 2.,17,20,14,19,A,2(2)²+4(2)+1 = 8+8+1 = 17.
9,Math,Polynomials,Hard,Evaluate 3x² + 4x + 3 when x = 1.,10,5,11,7,A,3(1)²+4(1)+3 = 3+4+3 = 10.
9,Math,Polynomials,Easy,Evaluate 2x² + 3x + 5 when x = 1.,11,10,5,7,B,2(1)²+3(1)+5 = 2+3+5 = 10.
9,Math,Polynomials,Medium,Evaluate 3x² + 1x + 2 when x = 3.,32,36,27,35,A,3(3)²+1(3)+2 = 27+3+2 = 32.
9,Math,Polynomials,Hard,Evaluate 4x² + 4x + 5 when x = 3.,52,53,50,56,B,4(3)²+4(3)+5 = 36+12+5 = 53.
9,Math,Polynomials,Easy,Evaluate 3x² + 4x + 6 when x = 3.,44,45,50,41,B,3(3)²+4(3)+6 = 27+12+6 = 45.
9,Math,Polynomials,Medium,Evaluate 4x² + 1x + 5 when x = 1.,7,11,10,6,C,4(1)²+1(1)+5 = 4+1+5 = 10.
9,Math,Polynomials,Hard,Evaluate 4x² + 1x + 4 when x = 1.,9,7,8,4,A,4(1)²+1(1)+4 = 4+1+4 = 9.
9,Math,Polynomials,Easy,Evaluate 3x² + 2x + 1 when x = 1.,1,10,7,6,D,3(1)²+2(1)+1 = 3+2+1 = 6.
9,Math,Polynomials,Medium,Evaluate 5x² + 4x + 6 when x = 2.,31,34,36,30,B,5(2)²+4(2)+6 = 20+8+6 = 34.
9,Math,Polynomials,Hard,Evaluate 5x² + 1x + 6 when x = 2.,24,28,25,30,B,5(2)²+1(2)+6 = 20+2+6 = 28.
9,Math,Polynomials,Easy,Evaluate 3x² + 3x + 4 when x = 2.,26,20,22,23,C,3(2)²+3(2)+4 = 12+6+4 = 22.
9,Math,Polynomials,Medium,Evaluate 3x² + 3x + 2 when x = 3.,41,39,38,42,C,3(3)²+3(3)+2 = 27+9+2 = 38.
9,Math,Polynomials,Hard,Evaluate 4x² + 3x + 4 when x = 3.,49,50,51,52,A,4(3)²+3(3)+4 = 36+9+4 = 49.
9,Math,Polynomials,Easy,Evaluate 3x² + 1x + 6 when x = 3.,36,32,37,34,A,3(3)²+1(3)+6 = 27+3+6 = 36.
9,Math,Polynomials,Medium,Evaluate 3x² + 4x + 1 when x = 1.,8,7,10,12,A,3(1)²+4(1)+1 = 3+4+1 = 8.
9,Math,Polynomials,Hard,Evaluate 3x² + 1x + 6 when x = 3.,33,35,32,36,D,3(3)²+1(3)+6 = 27+3+6 = 36.
9,Math,Polynomials,Easy,Evaluate 4x² + 4x + 5 when x = 3.,53,55,56,57,A,4(3)²+4(3)+5 = 36+12+5 = 53.
9,Math,Polynomials,Medium,Evaluate 5x² + 1x + 6 when x = 2.,30,26,27,28,D,5(2)²+1(2)+6 = 20+2+6 = 28.
9,Math,Polynomials,Hard,Evaluate 4x² + 3x + 3 when x = 2.,20,28,25,21,C,4(2)²+3(2)+3 = 16+6+3 = 25.
9,Math,Polynomials,Easy,Evaluate 3x² + 3x + 6 when x = 1.,16,12,14,8,B,3(1)²+3(1)+6 = 3+3+6 = 12.
9,Math,Polynomials,Medium,Evaluate 3x² + 2x + 4 when x = 1.,6,10,13,9,D,3(1)²+2(1)+4 = 3+2+4 = 9.
9,Math,Polynomials,Hard,Evaluate 5x² + 4x + 3 when x = 3.,60,62,57,59,A,5(3)²+4(3)+3 = 45+12+3 = 60.
9,Math,Polynomials,Easy,Evaluate 4x² + 3x + 6 when x = 2.,30,28,32,29,B,4(2)²+3(2)+6 = 16+6+6 = 28.
9,Math,Polynomials,Medium,Evaluate 3x² + 1x + 3 when x = 1.,7,6,3,10,A,3(1)²+1(1)+3 = 3+1+3 = 7.
9,Math,Polynomials,Hard,Evaluate 4x² + 2x + 4 when x = 3.,48,47,46,44,C,4(3)²+2(3)+4 = 36+6+4 = 46.
9,Math,Polynomials,Easy,Evaluate 3x² + 2x + 6 when x = 1.,14,11,6,15,B,3(1)²+2(1)+6 = 3+2+6 = 11.
9,Math,Polynomials,Medium,Evaluate 4x² + 2x + 5 when x = 2.,20,25,29,28,B,4(2)²+2(2)+5 = 16+4+5 = 25.
9,Math,Polynomials,Hard,Evaluate 5x² + 2x + 4 when x = 2.,26,25,28,29,C,5(2)²+2(2)+4 = 20+4+4 = 28.
9,Math,Polynomials,Easy,Evaluate 4x² + 1x + 5 when x = 1.,12,11,7,10,D,4(1)²+1(1)+5 = 4+1+5 = 10.
9,Math,Polynomials,Medium,Evaluate 2x² + 2x + 3 when x = 2.,12,15,10,16,B,2(2)²+2(2)+3 = 8+4+3 = 15.
9,Math,Polynomials,Hard,Evaluate 3x² + 4x + 4 when x = 2.,28,27,23,24,D,3(2)²+4(2)+4 = 12+8+4 = 24.
9,Math,Factoring,Easy,Factor: x² + 6x + 9,(x + 3)(x − 3),(x − 3)(x − 3),(x + 3)(x + 3),(x + 4)(x + 3),C,Find two numbers that multiply to 9 and add to 6: 3 and 3. So (x+3)(x+3).
9,Math,Factoring,Medium,Factor: x² + 4x + 3,(x − 1)(x − 3),(x + 2)(x + 3),(x + 1)(x − 3),(x + 1)(x + 3),D,Find two numbers that multiply to 3 and add to 4: 1 and 3. So (x+1)(x+3).
9,Math,Factoring,Hard,Factor: x² + 6x + 5,(x + 2)(x + 5),(x + 1)(x + 5),(x − 1)(x − 5),(x + 1)(x − 5),B,Find two numbers that multiply to 5 and add to 6: 1 and 5. So (x+1)(x+5).
9,Math,Factoring,Easy,Factor: x² + 3x + 2,(x + 2)(x − 1),(x + 2)(x + 1),(x + 3)(x + 1),(x − 2)(x − 1),B,Find two numbers that multiply to 2 and add to 3: 2 and 1. So (x+2)(x+1).
9,Math,Factoring,Medium,Factor: x² + 6x + 9,(x + 3)(x − 3),(x + 4)(x + 3),(x + 3)(x + 3),(x − 3)(x − 3),C,Find two numbers that multiply to 9 and add to 6: 3 and 3. So (x+3)(x+3).
9,Math,Factoring,Hard,Factor: x² + 6x + 8,(x + 2)(x + 4),(x + 3)(x + 4),(x − 2)(x − 4),(x + 2)(x − 4),A,Find two numbers that multiply to 8 and add to 6: 2 and 4. So (x+2)(x+4).
9,Math,Factoring,Easy,Factor: x² + 6x + 8,(x − 4)(x − 2),(x + 5)(x + 2),(x + 4)(x + 2),(x + 4)(x − 2),C,Find two numbers that multiply to 8 and add to 6: 4 and 2. So (x+4)(x+2).
9,Math,Factoring,Medium,Factor: x² + 5x + 6,(x + 3)(x + 2),(x − 3)(x − 2),(x + 3)(x − 2),(x + 4)(x + 2),A,Find two numbers that multiply to 6 and add to 5: 3 and 2. So (x+3)(x+2).
9,Math,Factoring,Hard,Factor: x² + 3x + 2,(x + 2)(x + 2),(x − 1)(x − 2),(x + 1)(x − 2),(x + 1)(x + 2),D,Find two numbers that multiply to 2 and add to 3: 1 and 2. So (x+1)(x+2).
9,Math,Factoring,Easy,Factor: x² + 7x + 10,(x + 3)(x + 5),(x + 2)(x + 5),(x − 2)(x − 5),(x + 2)(x − 5),B,Find two numbers that multiply to 10 and add to 7: 2 and 5. So (x+2)(x+5).
9,Math,Factoring,Medium,Factor: x² + 6x + 8,(x + 3)(x + 4),(x − 2)(x − 4),(x + 2)(x − 4),(x + 2)(x + 4),D,Find two numbers that multiply to 8 and add to 6: 2 and 4. So (x+2)(x+4).
9,Math,Factoring,Hard,Factor: x² + 6x + 9,(x + 4)(x + 3),(x + 3)(x + 3),(x + 3)(x − 3),(x − 3)(x − 3),B,Find two numbers that multiply to 9 and add to 6: 3 and 3. So (x+3)(x+3).
9,Math,Factoring,Easy,Factor: x² + 6x + 8,(x − 2)(x − 4),(x + 2)(x − 4),(x + 2)(x + 4),(x + 3)(x + 4),C,Find two numbers that multiply to 8 and add to 6: 2 and 4. So (x+2)(x+4).
9,Math,Factoring,Medium,Factor: x² + 5x + 6,(x + 2)(x − 3),(x − 2)(x − 3),(x + 2)(x + 3),(x + 3)(x + 3),C,Find two numbers that multiply to 6 and add to 5: 2 and 3. So (x+2)(x+3).
9,Math,Factoring,Hard,Factor: x² + 4x + 3,(x + 1)(x − 3),(x − 1)(x − 3),(x + 2)(x + 3),(x + 1)(x + 3),D,Find two numbers that multiply to 3 and add to 4: 1 and 3. So (x+1)(x+3).
9,Math,Factoring,Easy,Factor: x² + 5x + 6,(x − 2)(x − 3),(x + 2)(x − 3),(x + 3)(x + 3),(x + 2)(x + 3),D,Find two numbers that multiply to 6 and add to 5: 2 and 3. So (x+2)(x+3).
9,Math,Factoring,Medium,Factor: x² + 5x + 4,(x + 1)(x + 4),(x + 1)(x − 4),(x + 2)(x + 4),(x − 1)(x − 4),A,Find two numbers that multiply to 4 and add to 5: 1 and 4. So (x+1)(x+4).
9,Math,Factoring,Hard,Factor: x² + 2x + 1,(x + 1)(x − 1),(x + 1)(x + 1),(x − 1)(x − 1),(x + 2)(x + 1),B,Find two numbers that multiply to 1 and add to 2: 1 and 1. So (x+1)(x+1).
9,Math,Factoring,Easy,Factor: x² + 3x + 2,(x − 1)(x − 2),(x + 1)(x − 2),(x + 2)(x + 2),(x + 1)(x + 2),D,Find two numbers that multiply to 2 and add to 3: 1 and 2. So (x+1)(x+2).
9,Math,Factoring,Medium,Factor: x² + 5x + 6,(x + 3)(x + 2),(x − 3)(x − 2),(x + 3)(x − 2),(x + 4)(x + 2),A,Find two numbers that multiply to 6 and add to 5: 3 and 2. So (x+3)(x+2).
9,Math,Factoring,Hard,Factor: x² + 9x + 20,(x − 4)(x − 5),(x + 4)(x + 5),(x + 5)(x + 5),(x + 4)(x − 5),B,Find two numbers that multiply to 20 and add to 9: 4 and 5. So (x+4)(x+5).
9,Math,Factoring,Easy,Factor: x² + 6x + 8,(x + 2)(x + 4),(x + 2)(x − 4),(x − 2)(x − 4),(x + 3)(x + 4),A,Find two numbers that multiply to 8 and add to 6: 2 and 4. So (x+2)(x+4).
9,Math,Factoring,Medium,Factor: x² + 6x + 5,(x + 1)(x − 5),(x − 1)(x − 5),(x + 1)(x + 5),(x + 2)(x + 5),C,Find two numbers that multiply to 5 and add to 6: 1 and 5. So (x+1)(x+5).
9,Math,Factoring,Hard,Factor: x² + 4x + 3,(x − 1)(x − 3),(x + 1)(x − 3),(x + 2)(x + 3),(x + 1)(x + 3),D,Find two numbers that multiply to 3 and add to 4: 1 and 3. So (x+1)(x+3).
9,Math,Factoring,Easy,Factor: x² + 3x + 2,(x − 1)(x − 2),(x + 2)(x + 2),(x + 1)(x − 2),(x + 1)(x + 2),D,Find two numbers that multiply to 2 and add to 3: 1 and 2. So (x+1)(x+2).
9,Math,Factoring,Medium,Factor: x² + 8x + 15,(x + 4)(x + 5),(x − 3)(x − 5),(x + 3)(x − 5),(x + 3)(x + 5),D,Find two numbers that multiply to 15 and add to 8: 3 and 5. So (x+3)(x+5).
9,Math,Factoring,Hard,Factor: x² + 5x + 4,(x − 1)(x − 4),(x + 2)(x + 4),(x + 1)(x − 4),(x + 1)(x + 4),D,Find two numbers that multiply to 4 and add to 5: 1 and 4. So (x+1)(x+4).
9,Math,Factoring,Easy,Factor: x² + 8x + 15,(x + 4)(x + 5),(x + 3)(x − 5),(x − 3)(x − 5),(x + 3)(x + 5),D,Find two numbers that multiply to 15 and add to 8: 3 and 5. So (x+3)(x+5).
9,Math,Factoring,Medium,Factor: x² + 7x + 12,(x + 3)(x − 4),(x + 4)(x + 4),(x − 3)(x − 4),(x + 3)(x + 4),D,Find two numbers that multiply to 12 and add to 7: 3 and 4. So (x+3)(x+4).
9,Math,Factoring,Hard,Factor: x² + 7x + 12,(x + 4)(x − 3),(x + 4)(x + 3),(x + 5)(x + 3),(x − 4)(x − 3),B,Find two numbers that multiply to 12 and add to 7: 4 and 3. So (x+4)(x+3).
9,Math,Factoring,Easy,Factor: x² + 4x + 3,(x + 4)(x + 1),(x − 3)(x − 1),(x + 3)(x + 1),(x + 3)(x − 1),C,Find two numbers that multiply to 3 and add to 4: 3 and 1. So (x+3)(x+1).
9,Math,Factoring,Medium,Factor: x² + 5x + 4,(x + 1)(x + 4),(x − 1)(x − 4),(x + 1)(x − 4),(x + 2)(x + 4),A,Find two numbers that multiply to 4 and add to 5: 1 and 4. So (x+1)(x+4).
9,Math,Factoring,Hard,Factor: x² + 3x + 2,(x − 2)(x − 1),(x + 2)(x + 1),(x + 2)(x − 1),(x + 3)(x + 1),B,Find two numbers that multiply to 2 and add to 3: 2 and 1. So (x+2)(x+1).
9,Math,Radical Expressions,Easy,What is √36?,3,6,7,1,B,√36 = 6 because 6² = 36.
9,Math,Radical Expressions,Medium,What is √49?,8,12,7,9,C,√49 = 7 because 7² = 49.
9,Math,Radical Expressions,Hard,What is √9?,1,7,0,3,D,√9 = 3 because 3² = 9.
9,Math,Radical Expressions,Easy,What is √36?,8,3,2,6,D,√36 = 6 because 6² = 36.
9,Math,Radical Expressions,Medium,What is √36?,5,6,1,3,B,√36 = 6 because 6² = 36.
9,Math,Radical Expressions,Hard,What is √64?,5,7,8,6,C,√64 = 8 because 8² = 64.
9,Math,Radical Expressions,Easy,What is √4?,6,1,3,2,D,√4 = 2 because 2² = 4.
9,Math,Radical Expressions,Medium,What is √9?,1,7,3,4,C,√9 = 3 because 3² = 9.
9,Math,Radical Expressions,Hard,What is √4?,3,1,0,2,D,√4 = 2 because 2² = 4.
9,Math,Radical Expressions,Easy,What is √1?,3,5,4,1,D,√1 = 1 because 1² = 1.
9,Math,Radical Expressions,Medium,What is √1?,4,1,6,5,B,√1 = 1 because 1² = 1.
9,Math,Radical Expressions,Hard,What is √25?,5,9,3,2,A,√25 = 5 because 5² = 25.
9,Math,Radical Expressions,Easy,What is √100?,12,10,6,8,B,√100 = 10 because 10² = 100.
9,Math,Radical Expressions,Medium,What is √16?,5,6,3,4,D,√16 = 4 because 4² = 16.
9,Math,Radical Expressions,Hard,What is √81?,9,6,13,11,A,√81 = 9 because 9² = 81.
9,Math,Radical Expressions,Easy,What is √81?,11,8,12,9,D,√81 = 9 because 9² = 81.
9,Math,Radical Expressions,Medium,What is √9?,3,6,2,5,A,√9 = 3 because 3² = 9.
9,Math,Radical Expressions,Hard,What is √100?,6,13,11,10,D,√100 = 10 because 10² = 100.
9,Math,Radical Expressions,Easy,What is √1?,5,1,6,2,B,√1 = 1 because 1² = 1.
9,Math,Radical Expressions,Medium,What is √36?,1,7,3,6,D,√36 = 6 because 6² = 36.
9,Math,Radical Expressions,Hard,What is √4?,1,5,6,2,D,√4 = 2 because 2² = 4.
9,Math,Radical Expressions,Easy,What is √64?,9,12,10,8,D,√64 = 8 because 8² = 64.
9,Math,Radical Expressions,Medium,What is √1?,4,2,0,1,D,√1 = 1 because 1² = 1.
9,Math,Radical Expressions,Hard,What is √49?,7,5,4,6,A,√49 = 7 because 7² = 49.
9,Math,Radical Expressions,Easy,What is √81?,13,9,6,4,B,√81 = 9 because 9² = 81.
9,Math,Radical Expressions,Medium,What is √49?,5,3,2,7,D,√49 = 7 because 7² = 49.
9,Math,Radical Expressions,Hard,What is √4?,2,7,4,1,A,√4 = 2 because 2² = 4.
9,Math,Radical Expressions,Easy,What is √36?,3,8,6,4,C,√36 = 6 because 6² = 36.
9,Math,Radical Expressions,Medium,What is √49?,5,7,12,4,B,√49 = 7 because 7² = 49.
9,Math,Radical Expressions,Hard,What is √9?,7,3,0,6,B,√9 = 3 because 3² = 9.
9,Math,Radical Expressions,Easy,What is √9?,2,3,6,5,B,√9 = 3 because 3² = 9.
9,Math,Radical Expressions,Medium,What is √9?,0,3,5,6,B,√9 = 3 because 3² = 9.
9,Math,Radical Expressions,Hard,What is √64?,9,10,8,13,C,√64 = 8 because 8² = 64.
9,Math,Word Problem Algebra,Easy,A plumber charges a $20 call-out fee plus $16 per hour. What is the total for 4 hours?,84,87,89,81,A,Total = 20 + 16×4 = 20+64 = $84.
9,Math,Word Problem Algebra,Medium,A plumber charges a $48 call-out fee plus $18 per hour. What is the total for 7 hours?,174,179,177,176,A,Total = 48 + 18×7 = 48+126 = $174.
9,Math,Word Problem Algebra,Hard,A plumber charges a $14 call-out fee plus $5 per hour. What is the total for 4 hours?,34,33,38,29,A,Total = 14 + 5×4 = 14+20 = $34.
9,Math,Word Problem Algebra,Easy,A plumber charges a $16 call-out fee plus $9 per hour. What is the total for 5 hours?,56,59,61,65,C,Total = 16 + 9×5 = 16+45 = $61.
9,Math,Word Problem Algebra,Medium,A plumber charges a $50 call-out fee plus $5 per hour. What is the total for 6 hours?,85,81,80,82,C,Total = 50 + 5×6 = 50+30 = $80.
9,Math,Word Problem Algebra,Hard,A plumber charges a $30 call-out fee plus $19 per hour. What is the total for 3 hours?,87,85,91,92,A,Total = 30 + 19×3 = 30+57 = $87.
9,Math,Word Problem Algebra,Easy,A plumber charges a $17 call-out fee plus $6 per hour. What is the total for 3 hours?,35,38,39,33,A,Total = 17 + 6×3 = 17+18 = $35.
9,Math,Word Problem Algebra,Medium,A plumber charges a $38 call-out fee plus $9 per hour. What is the total for 7 hours?,99,101,96,104,B,Total = 38 + 9×7 = 38+63 = $101.
9,Math,Word Problem Algebra,Hard,A plumber charges a $34 call-out fee plus $19 per hour. What is the total for 2 hours?,74,77,76,72,D,Total = 34 + 19×2 = 34+38 = $72.
9,Math,Word Problem Algebra,Easy,A plumber charges a $36 call-out fee plus $6 per hour. What is the total for 2 hours?,48,46,47,45,A,Total = 36 + 6×2 = 36+12 = $48.
9,Math,Word Problem Algebra,Medium,A plumber charges a $45 call-out fee plus $12 per hour. What is the total for 6 hours?,115,117,120,119,B,Total = 45 + 12×6 = 45+72 = $117.
9,Math,Word Problem Algebra,Hard,A plumber charges a $47 call-out fee plus $5 per hour. What is the total for 6 hours?,80,78,77,79,C,Total = 47 + 5×6 = 47+30 = $77.
9,Math,Word Problem Algebra,Easy,A plumber charges a $50 call-out fee plus $6 per hour. What is the total for 7 hours?,97,92,91,93,B,Total = 50 + 6×7 = 50+42 = $92.
9,Math,Word Problem Algebra,Medium,A plumber charges a $19 call-out fee plus $14 per hour. What is the total for 2 hours?,46,49,48,47,D,Total = 19 + 14×2 = 19+28 = $47.
9,Math,Word Problem Algebra,Hard,A plumber charges a $16 call-out fee plus $6 per hour. What is the total for 3 hours?,38,32,34,36,C,Total = 16 + 6×3 = 16+18 = $34.
9,Math,Word Problem Algebra,Easy,A plumber charges a $38 call-out fee plus $8 per hour. What is the total for 4 hours?,74,71,68,70,D,Total = 38 + 8×4 = 38+32 = $70.
9,Math,Word Problem Algebra,Medium,A plumber charges a $12 call-out fee plus $14 per hour. What is the total for 5 hours?,77,87,82,85,C,Total = 12 + 14×5 = 12+70 = $82.
9,Math,Word Problem Algebra,Hard,A plumber charges a $13 call-out fee plus $11 per hour. What is the total for 3 hours?,46,44,51,43,A,Total = 13 + 11×3 = 13+33 = $46.
9,Math,Word Problem Algebra,Easy,A plumber charges a $47 call-out fee plus $20 per hour. What is the total for 7 hours?,183,185,192,187,D,Total = 47 + 20×7 = 47+140 = $187.
9,Math,Word Problem Algebra,Medium,A plumber charges a $35 call-out fee plus $9 per hour. What is the total for 5 hours?,80,78,79,82,A,Total = 35 + 9×5 = 35+45 = $80.
9,Math,Word Problem Algebra,Hard,A plumber charges a $37 call-out fee plus $5 per hour. What is the total for 2 hours?,47,52,44,43,A,Total = 37 + 5×2 = 37+10 = $47.
9,Math,Word Problem Algebra,Easy,A plumber charges a $39 call-out fee plus $8 per hour. What is the total for 6 hours?,87,83,82,86,A,Total = 39 + 8×6 = 39+48 = $87.
9,Math,Word Problem Algebra,Medium,A plumber charges a $29 call-out fee plus $20 per hour. What is the total for 5 hours?,128,131,129,126,C,Total = 29 + 20×5 = 29+100 = $129.
9,Math,Word Problem Algebra,Hard,A plumber charges a $28 call-out fee plus $11 per hour. What is the total for 5 hours?,78,83,85,81,B,Total = 28 + 11×5 = 28+55 = $83.
9,Math,Word Problem Algebra,Easy,A plumber charges a $36 call-out fee plus $13 per hour. What is the total for 8 hours?,142,145,143,140,D,Total = 36 + 13×8 = 36+104 = $140.
9,Math,Word Problem Algebra,Medium,A plumber charges a $26 call-out fee plus $9 per hour. What is the total for 8 hours?,93,98,101,95,B,Total = 26 + 9×8 = 26+72 = $98.
9,Math,Word Problem Algebra,Hard,A plumber charges a $20 call-out fee plus $12 per hour. What is the total for 2 hours?,46,49,44,41,C,Total = 20 + 12×2 = 20+24 = $44.
9,Math,Word Problem Algebra,Easy,A plumber charges a $33 call-out fee plus $20 per hour. What is the total for 6 hours?,149,154,157,153,D,Total = 33 + 20×6 = 33+120 = $153.
9,Math,Word Problem Algebra,Medium,A plumber charges a $10 call-out fee plus $18 per hour. What is the total for 2 hours?,41,43,47,46,D,Total = 10 + 18×2 = 10+36 = $46.
9,Math,Word Problem Algebra,Hard,A plumber charges a $34 call-out fee plus $11 per hour. What is the total for 3 hours?,67,64,72,69,A,Total = 34 + 11×3 = 34+33 = $67.
9,Math,Word Problem Algebra,Easy,A plumber charges a $26 call-out fee plus $20 per hour. What is the total for 2 hours?,66,63,62,71,A,Total = 26 + 20×2 = 26+40 = $66.
9,Math,Word Problem Algebra,Medium,A plumber charges a $40 call-out fee plus $5 per hour. What is the total for 6 hours?,70,74,66,65,A,Total = 40 + 5×6 = 40+30 = $70.
9,Math,Word Problem Algebra,Hard,A plumber charges a $38 call-out fee plus $17 per hour. What is the total for 5 hours?,125,120,123,124,C,Total = 38 + 17×5 = 38+85 = $123.
10,Math,Geometry – Proofs,Easy,The sum of angles in a triangle equals?,360°,270°,90°,180°,D,Correct: 180°.
10,Math,Geometry – Proofs,Medium,Vertical angles are?,Supplementary,Equal,Complementary,Adjacent,B,Correct: Equal.
10,Math,Geometry – Proofs,Hard,The sum of interior angles of a quadrilateral is?,360°,540°,180°,270°,A,Correct: 360°.
10,Math,Geometry – Proofs,Easy,An exterior angle of a triangle equals?,90°,The sum of the two non-adjacent interior angles,180° minus the exterior angle,The adjacent interior angle,B,Correct: The sum of the two non-adjacent interior angles.
10,Math,Geometry – Proofs,Medium,Alternate interior angles (parallel lines) are?,Vertical,Congruent,Complementary,Supplementary,B,Correct: Congruent.
10,Math,Geometry – Proofs,Hard,The sum of angles in a triangle equals?,90°,180°,360°,270°,B,Correct: 180°.
10,Math,Geometry – Proofs,Easy,Vertical angles are?,Equal,Adjacent,Complementary,Supplementary,A,Correct: Equal.
10,Math,Geometry – Proofs,Medium,The sum of interior angles of a quadrilateral is?,360°,270°,540°,180°,A,Correct: 360°.
10,Math,Geometry – Proofs,Hard,An exterior angle of a triangle equals?,180° minus the exterior angle,The adjacent interior angle,90°,The sum of the two non-adjacent interior angles,D,Correct: The sum of the two non-adjacent interior angles.
10,Math,Geometry – Proofs,Easy,Alternate interior angles (parallel lines) are?,Complementary,Vertical,Congruent,Supplementary,C,Correct: Congruent.
10,Math,Geometry – Proofs,Medium,The sum of angles in a triangle equals?,270°,90°,360°,180°,D,Correct: 180°.
10,Math,Geometry – Proofs,Hard,Vertical angles are?,Adjacent,Complementary,Supplementary,Equal,D,Correct: Equal.
10,Math,Geometry – Proofs,Easy,The sum of interior angles of a quadrilateral is?,360°,270°,540°,180°,A,Correct: 360°.
10,Math,Geometry – Proofs,Medium,An exterior angle of a triangle equals?,The sum of the two non-adjacent interior angles,180° minus the exterior angle,The adjacent interior angle,90°,A,Correct: The sum of the two non-adjacent interior angles.
10,Math,Geometry – Proofs,Hard,Alternate interior angles (parallel lines) are?,Vertical,Supplementary,Congruent,Complementary,C,Correct: Congruent.
10,Math,Geometry – Proofs,Easy,The sum of angles in a triangle equals?,270°,180°,90°,360°,B,Correct: 180°.
10,Math,Geometry – Proofs,Medium,Vertical angles are?,Complementary,Equal,Supplementary,Adjacent,B,Correct: Equal.
10,Math,Geometry – Proofs,Hard,The sum of interior angles of a quadrilateral is?,270°,360°,540°,180°,B,Correct: 360°.
10,Math,Geometry – Proofs,Easy,An exterior angle of a triangle equals?,The adjacent interior angle,90°,180° minus the exterior angle,The sum of the two non-adjacent interior angles,D,Correct: The sum of the two non-adjacent interior angles.
10,Math,Geometry – Proofs,Medium,Alternate interior angles (parallel lines) are?,Complementary,Congruent,Supplementary,Vertical,B,Correct: Congruent.
10,Math,Geometry – Proofs,Hard,The sum of angles in a triangle equals?,180°,90°,360°,270°,A,Correct: 180°.
10,Math,Geometry – Proofs,Easy,Vertical angles are?,Adjacent,Supplementary,Complementary,Equal,D,Correct: Equal.
10,Math,Geometry – Proofs,Medium,The sum of interior angles of a quadrilateral is?,540°,360°,180°,270°,B,Correct: 360°.
10,Math,Geometry – Proofs,Hard,An exterior angle of a triangle equals?,90°,The sum of the two non-adjacent interior angles,180° minus the exterior angle,The adjacent interior angle,B,Correct: The sum of the two non-adjacent interior angles.
10,Math,Geometry – Proofs,Easy,Alternate interior angles (parallel lines) are?,Vertical,Congruent,Supplementary,Complementary,B,Correct: Congruent.
10,Math,Geometry – Proofs,Medium,The sum of angles in a triangle equals?,90°,360°,270°,180°,D,Correct: 180°.
10,Math,Geometry – Proofs,Hard,Vertical angles are?,Supplementary,Complementary,Equal,Adjacent,C,Correct: Equal.
10,Math,Geometry – Proofs,Easy,The sum of interior angles of a quadrilateral is?,540°,270°,360°,180°,C,Correct: 360°.
10,Math,Geometry – Proofs,Medium,An exterior angle of a triangle equals?,180° minus the exterior angle,The sum of the two non-adjacent interior angles,The adjacent interior angle,90°,B,Correct: The sum of the two non-adjacent interior angles.
